tweet,hate_speech,offensive_language,neither,mentions,hashtags,original_tweet
<MENTION> why she a hoe we know about 5 dudes that hit kim 5 these hoes out here doing that in a week,0,1,0,['@CiscoAllDay'],[],"@CiscoAllDay why she a hoe we know about 5 dudes that hit Kim, 5 these hoes out here doing that in a week"
<MENTION> remember when we played plaquemine they kept calling our whole team gay lydia said i ll turn all you hoes out fwm ??,0,1,0,['@Citygirl_moe'],[],"@Citygirl_moe - remember when we played plaquemine & they kept calling our whole team gay & Lydia said ""I'll turn all you hoes out, fwm!"" ??"
<MENTION> she wasn t saying she did but yes me and kannon have both been in the ghetto and know what it s like so u look dumb,0,0,1,['@Claudialena8'],[],"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb."
<MENTION> i would dead upper cut that bitch,0,1,0,['@ClicquotSuave'],[],@ClicquotSuave I would dead upper cut that bitch
<MENTION> maas mermaid and sharkette pussy,0,1,0,['@ClicquotSuave'],[],@ClicquotSuave maas mermaid and sharkette pussy
<MENTION> my nigga what her pussy smell like,0,1,0,['@ClicquotSuave'],[],@ClicquotSuave my nigga what her pussy smell like?
<MENTION> the new nip dropped today rii,0,0,1,['@ClicquotSuave'],[],@ClicquotSuave the new nip dropped today rii?
<MENTION> c mon pussy,0,1,0,['@ClutchAction'],[],@ClutchAction c'mon pussy
<MENTION> true i miss yall man yall are my brothers is mikey starting and what about the chink lmfao,1,0,0,['@Cody_smith64'],[],"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao"
<MENTION> penske runs the 22 in nascar it s yellow there s a sponsor already there # wouldmakealottasense,0,0,1,['@CogitoErgoBibo'],['#WouldMakeALottaSense'],@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense
<MENTION> his defense is trash and he s been rocked by jesus soto karass and diego chaves,0,0,1,['@CokaMoschiach_'],[],"@CokaMoschiach_ his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves."
<MENTION> someone sent this to me months ago bitch,0,1,0,['@ColeMcDowell2'],[],@ColeMcDowell2 someone sent this to me months ago bitch
<MENTION> <MENTION> <MENTION> lmaooo coley just whammmmed him add this to it swervee bitch,0,1,0,"['@Coley_Cee', '@Campaign_Papi', '@They_CallMeShay']",[],@Coley_Cee @Campaign_Papi @They_CallMeShay lmaooo coley just whammmmed him add this to it swervee bitch
<MENTION> <MENTION> bitch dat was a low blow,0,1,0,"['@Coley_Cee', '@_xpriceless_lmaoo']",[],@Coley_Cee @_xpriceless_lmaoo bitch dat was a low blow
<MENTION> bitch dats yo sahara desert ass,0,1,0,['@Coley_Cee'],[],@Coley_Cee bitch dats yo sahara desert ass
<MENTION> bitch stop takin my shit ooo i hate u u dumb bitch,0,1,0,['@Coley_Cee'],[],@Coley_Cee bitch stop takin my shit ooo I hate u u dumb bitch
<MENTION> bitch watch tf out u on moose meat now,0,1,0,['@Coley_Cee'],[],@Coley_Cee bitch watch tf out u on moose meat now
<MENTION> didn t i just say i thought u told me to delete them so i deleted them bitch,0,1,0,['@Coley_Cee'],[],@Coley_Cee didn't I just say I thought u told me to delete them so I deleted them bitch
<MENTION> lol bitch u forcin it have a glass of water bitch u a lil thirsty for the puss thang,0,1,0,['@Coley_Cee'],[],@Coley_Cee lol bitch u forcin it have a glass of water bitch u a lil thirsty for the puss thang
<MENTION> my bad bitch ayeee <URL>,0,1,0,['@Coley_Cee'],[],@Coley_Cee my bad bitch ayeee http://t.co/GrHTDie9dz
<MENTION> yes bitch i do realize dat,0,1,0,['@Coley_Cee'],[],@Coley_Cee yes bitch I do realize dat
<MENTION> damn son maybe he didn t know it was ya piece he was just tryna get some pussy breh,0,1,0,['@CollinBrennan'],[],@CollinBrennan damn son maybe he didn't know it was ya piece.. He was just Tryna get some pussy breh
<MENTION> i didn t know # whitetears were blue and yellow # lessonoftheday,0,0,1,['@ComplexMag'],"['#whitetears', '#lessonoftheday']",@ComplexMag I didn't know #whitetears were blue and yellow! #lessonoftheday
<MENTION> dat is one ugly animal but da monkey is adorable,0,0,1,['@ConanOBrien'],[],@ConanOBrien dat is one ugly animal but da monkey is adorable.
<MENTION> im goin now so be expecting to get slept faggot,0,1,0,['@Conrad_MLG'],[],@Conrad_MLG im goin now so be expecting to get slept faggot
<MENTION> hahaha thanks bitch ?,0,1,0,['@CoolStoryIsaac'],[],@CoolStoryIsaac hahaha thanks bitch!! ?
<MENTION> thisty hoe,0,1,0,['@CoolStoryIsaac'],[],@CoolStoryIsaac thisty hoe
<MENTION> bitch my phones gonna die in serious i got hot pockets,0,1,0,['@Coosie11'],[],@Coosie11 bitch my phones gonna die in serious I got hot pockets
<MENTION> damn bro ps4 trash lol,0,1,0,['@Corey_D_23'],[],@Corey_D_23 damn bro.. ps4 trash lol
<MENTION> just found u and fuck is my cock hard love your dripping pussy,0,1,0,['@CoronaDior'],[],@CoronaDior just found u and fuck is my cock hard! Love your dripping pussy
<MENTION> hell idk who did but that pussy better be golden,0,1,0,['@Cotton_Candy9'],[],@Cotton_Candy9 hell Idk who did but that pussy better be golden
<MENTION> lmaoooo aye people person so you know lil rico got hoes hahaha,0,1,0,['@Cotton_Candy9'],[],@Cotton_Candy9 lmaoooo aye people person so you know lil Rico got hoes hahaha
<MENTION> i thought you d get the hint that we know you re a fake cunt and delete your fake account,0,1,0,['@CountryRedBelle'],[],@CountryRedBelle I thought you'd get the hint that we know you're a fake cunt and delete your fake account.
<MENTION> <MENTION> <MENTION> the same guy who thinks he can slang around bitch without it being offensive apparently,0,1,0,"['@CreoleBabyBritt', '@blurbette', '@thepbg']",[],"@CreoleBabyBritt @blurbette @thepbg The same guy who thinks he can slang around ""bitch"" without it being offensive, apparently."
<MENTION> don t make me draw you like one of my franch bitches heffa,0,1,0,['@CreoleBabyBritt'],[],"@CreoleBabyBritt Don't make me draw you like one of my Franch bitches, heffa."
<MENTION> i miss tupac rap offs hillbilly,0,0,1,['@Crewz76'],[],@Crewz76 I miss Tupac rap offs hillbilly
<MENTION> cause of the loads of pussy you get right,0,1,0,['@Crowe_FaShow'],[],@Crowe_FaShow cause of the loads of pussy you get right
<MENTION> look at you with yellow fever,0,0,1,['@CruzanChoklate'],[],@CruzanChoklate look at you with yellow fever.
<MENTION> cuz people at work are bitches they shit talkers and yeah dude i need a girls night out ___,0,1,0,['@Cryystalina'],[],@Cryystalina cuz people at work are bitches they shit talkers and yeah dude I need a girls night out -___-
<MENTION> haha yes niggah but yesterday night idk man it hit me at night like around 2 in the morning didn t go to sleep till like 4,0,1,0,['@Cryystalina'],[],@Cryystalina haha yes niggah but yesterday night Idk man it hit me at night like around 2 in the morning didn't go to sleep till like 4..
<MENTION> see bro pussy changes you ?????,0,1,0,['@CsSalazar15'],[],@CsSalazar15 see bro pussy changes you ?????
<MENTION> wetback ??????,1,0,0,['@CsSalazar15'],[],@CsSalazar15 wetback ??????
<MENTION> yeah bitch hit me up when you get friend zoned brody ???,0,1,0,['@CsSalazar15'],[],@CsSalazar15 yeah bitch hit me up when you get friend zoned Brody ???
<MENTION> yeah right pussy,0,1,0,['@CsSalazar15'],[],@CsSalazar15 yeah right pussy !
<MENTION> <MENTION> <MENTION> he called the kidd a pussy or something,0,1,0,"['@Cuauhtli02', '@saucygyro', '@CoffeeManElliot']",[],@Cuauhtli02 @saucygyro @CoffeeManElliot he called the Kidd a pussy or something
<MENTION> i couldn t find the regular one faggot,0,1,0,['@Cuauhtli02'],[],@Cuauhtli02 I couldn't find the regular one faggot
<MENTION> <MENTION> i likes yo page i wants to make da lovin to a white girl wit a colored man watchin and pullin his weenis,0,1,0,"['@CuckoldCock', '@molotovhowdy']",[],"@CuckoldCock @molotovhowdy 
I likes yo page. I wants to make da lovin to a white girl wit a colored man watchin and pullin his weenis"
<MENTION> makes you a pussy making stupid internet threats you re a child and if it is about you which idk if it is it s probably deserved,0,1,0,['@Cuner'],[],"@Cuner Makes you a pussy. Making stupid internet threats. You're a child and if it is about you which idk if it is, it's probably deserved."
<MENTION> shown a tiny kitten you dumb fucking cunt,0,1,0,['@CuteEmergency'],[],@CuteEmergency shown* a tiny kitten you dumb fucking cunt
<MENTION> <MENTION> plot twist he is a faggot,0,1,0,"['@Cyberobama', '@eReIevant']",[],"@Cyberobama @eReIevant 
plot twist he is a faggot"
<MENTION> my brother where tf you been at negro,0,1,0,['@D1SinceDay1'],[],@D1SinceDay1 my brother. Where tf you been at negro
<MENTION> you ready to make this stats test our bitch,0,1,0,['@DEVIN__the_DUDE'],[],@DEVIN__the_DUDE You ready to make this stats test our bitch?!
<MENTION> why are you showing yankees game in arizona when you promo washington huskies game i bet <MENTION> would want my business,0,0,1,"['@DIRECTV', '@dish']",[],@DIRECTV why are you showing Yankees game in arizona when you promo Washington huskies game? I bet @dish would want my business
<MENTION> <MENTION> mane y all niccas crazy af wiz old shit got niccas bitin his style n errthan,0,1,0,"['@DJ_Workmann', '@BigMoneyNiquee']",[],@DJ_Workmann @BigMoneyNiquee mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan
<MENTION> i view hackers on the same level as shoplifters bitch slapped into the lake and held until drowning harsh but yeah hate,0,1,0,['@DRSlaten'],[],"@DRSlaten I view hackers on the same level as shoplifters - bitch slapped into the lake and held until drowning. Harsh, but yeah. Hate."
<MENTION> <MENTION> i bet i can pull at lease 3 bitches with them ??,0,1,0,"['@DS_Arrogance', '@HG_Shit']",[],@DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them ??
<MENTION> <MENTION> <MENTION> <MENTION> look at ur avi u fag,0,1,0,"['@DSwaggin6_', '@_JustDavilaa', '@xaviee_21', '@Quise4144']",[],@DSwaggin6_ @_JustDavilaa @xaviee_21 @Quise4144 look at ur avi u fag
<MENTION> <MENTION> you a bitch dennis,0,1,0,"['@D_41395', '@Inwardforfun']",[],@D_41395 @Inwardforfun you a bitch Dennis
<MENTION> bitch don t b a hypocrite,0,1,0,['@D_41395'],[],@D_41395 bitch don't b a hypocrite
<MENTION> cuz i was gunna smoke u out today u a bitch tho,0,1,0,['@D_41395'],[],@D_41395 cuz I was gunna smoke u out today. U a bitch tho
<MENTION> see thats all gill and green bitch ass they didn t help me get my schools either y all still in the tournament,0,1,0,['@D_MrHoopa23'],[],@D_MrHoopa23 see thats all gill and green bitch ass they didn't help me get my schools either. Y'all still in the tournament
<MENTION> <MENTION> you my niggah though daniel lol,0,1,0,"['@D_Palomino52', '@TheOneMiss_Luu']",[],@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol
<MENTION> you a poop see i m going all ghetto talk wtf,0,1,0,['@D_Palomino52'],[],@D_Palomino52 you a poop. :( see I'm going all ghetto talk. Wtf!
<MENTION> ?? i m finna dm you the pic bruh these hoes funny,0,1,0,['@DaDamnBone'],[],@DaDamnBone ?? I'm Finna DM you the pic Bruh these hoes funny
<MENTION> y all niccas spark up,0,1,0,['@DaJetlyfe'],[],@DaJetlyfe y'all niccas spark up
<MENTION> <MENTION> he wasn t training gook boy doe,0,0,1,"['@DaRealAlexInLA', '@Buckm00se']",[],@DaRealAlexInLA @Buckm00se he wasn't training gook boy doe
<MENTION> <MENTION> <MENTION> the nig is fun to watch got to admit ebola boy can speak broken spanish too lol,1,0,0,"['@DaRealAlexInLA', '@Woody_AFC', '@Rodriguez5_']",[],"@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol"
<MENTION> <MENTION> <MENTION> you a bitch too,0,1,0,"['@Daa_Boy_Rell', '@sluttyboy_kush', '@keem_Escobar']",[],@Daa_Boy_Rell @sluttyboy_kush @keem_Escobar you. A bitch too
<MENTION> i m here now hoe,0,1,0,['@DallyJackson'],[],@DallyJackson I'm here now hoe
<MENTION> <MENTION> <MENTION> i guess that dumb bitch but we all need to drink some time my place an fuck someone up haha,0,1,0,"['@Dalton_ryann', '@parkatie', '@blakeanderson21']",[],@Dalton_ryann @parkatie @blakeanderson21 I guess that dumb bitch but we all need to drink some time my place an fuck someone up haha
<MENTION> laying in bed bout to pass out 630 is gonna be a bitch,0,1,0,['@Dalton_ryann'],[],@Dalton_ryann laying in bed bout to pass out 630 is gonna be a bitch
<MENTION> pulled up in that bulbasuar you know i m bout to make yo girl pussy sore,0,1,0,['@DamierGenesis'],[],"@DamierGenesis pulled up in that bulbasuar, you know I'm bout to make yo girl pussy sore"
<MENTION> bitch i got some bloods dat hang in la,0,1,0,['@DamoneTheDon'],[],@DamoneTheDon bitch I got some bloods dat hang in la
<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> fuck off lil bitch prolly gotta lil dick,0,1,0,"['@DamontDa', '@NateMurdoch', '@jackdatow2335', '@MKpest002', '@OandAPests']",[],"@DamontDa @NateMurdoch @jackdatow2335 @MKpest002 @OandAPests fuck off lil bitch, prolly gotta lil dick"
<MENTION> you look like fucking shrek bitch,1,0,0,['@DangItsTiff'],[],@DangItsTiff you look like fucking shrek bitch
<MENTION> choke on bread bitch,0,1,0,['@DaniCim'],[],@DaniCim choke on bread bitch
<MENTION> hell na hes a honky brah,0,1,0,['@DanielM023'],[],@DanielM023 Hell na !! Hes a honky brah
<MENTION> <MENTION> get on cunt,1,0,0,"['@DanielSizelove', '@Conrad_MLG']",[],@DanielSizelove @Conrad_MLG get on cunt
<MENTION> pussy,0,1,0,['@DanielSizelove'],[],@DanielSizelove pussy
<MENTION> <MENTION> he s still a pogue though,0,0,1,"['@DannyMndz93', '@Titan21Mtzzz']",[],@DannyMndz93 @Titan21Mtzzz he's still a pogue though
<MENTION> available online soon i didn t have enough to get it after my anathema merch it s a cracker i need it can u,0,0,1,['@Danny_Cavanagh'],[],"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u....."
<MENTION> i know these hoes ain t right,0,1,0,['@DareTnzR'],[],@DareTnzR I know these hoes ain't right
<MENTION> bitch shut the fuck up goddam your a slut bitch whore nigga,1,0,0,['@DarienDaywalt'],[],@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga
<MENTION> jk i d fuck a dog before i fuck you fish pussy,1,0,0,['@Darienbaby_xoxo'],[],@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy
<MENTION> ya but you can t because its a real account dumb bitch i go to wams fucking bitch,0,1,0,['@Darienbaby_xoxo'],[],@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch
<MENTION> nigga grow some balls and concentrate pussy,0,1,0,['@DarkLiquaNigga_'],[],@DarkLiquaNigga_ nigga grow some balls and concentrate pussy!!
<MENTION> it s showing fairy blocked me <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION>,0,0,1,"['@Darknight420', '@hajihuntingpat', '@PaulSmitheringa', '@JoeDouglas1', '@JewJitsuGrl', '@blackorchidm16', '@taxman206']",[],@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206
<MENTION> <MENTION> <MENTION> <MENTION> rather than believe that there was a man who was the very definition of good u mock it,0,0,1,"['@DarthMaverick7', '@Xcntrik', '@religulous', '@chrispyosh']",[],"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it."
<MENTION> dude i was pissed but then looking at it i fucking died at least i m the most yoked ape??,0,1,0,['@Darth_Maxwell'],[],@Darth_Maxwell dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape??
<MENTION> i d sell anything if people are willing to buy it how highly do prostitutes think of their pussy to sell that,0,1,0,['@Darth_Snuff'],[],"@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that"
<MENTION> because if you support lesbians you have to support faggots there s no difference,1,0,0,['@DatBoyRayT'],[],@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.
<MENTION> bitch ass nigga rico ?,0,1,0,['@DatBoyRayT'],[],@DatBoyRayT bitch ass nigga Rico ?
<MENTION> awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy,0,1,0,['@DaveSwerve'],[],@DaveSwerve awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy
<MENTION> boy look like a slave on that hoe,0,1,0,['@DaveSwerve'],[],@DaveSwerve boy look like a Slave on that hoe
<MENTION> lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no french toast,0,1,0,['@DaveSwerve'],[],@DaveSwerve lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no French toast
<MENTION> no problem remembering all those quirks can be a real bitch,0,1,0,['@DaveTheGayBaby'],[],"@DaveTheGayBaby No problem, remembering all those quirks can be a real bitch."
<MENTION> the giants are trash their time is over,0,0,1,['@Dave_the_wavee'],[],@Dave_the_wavee the giants are trash...their time is over.
